Person,Question,Encoding,Method,Preference,Response
36,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
36,6,"A1 tacotron, A2 baseline",tacotron,equal,0
36,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
36,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
36,9,"A1 tacotron, A2 baseline",tacotron,equal,0
36,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
36,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
37,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
37,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
37,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
37,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
37,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
37,5,"A1 tacotron, A2 baseline",tacotron,equal,0
37,6,"A1 tacotron, A2 baseline",tacotron,equal,0
37,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
37,8,"A1 tacotron, A2 baseline",tacotron,equal,0
37,9,"A1 tacotron, A2 baseline",tacotron,equal,0
37,10,"A1 tacotron, A2 baseline",tacotron,equal,0
37,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
38,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
38,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
38,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
38,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
38,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
38,6,"A1 tacotron, A2 baseline",tacotron,equal,0
38,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
38,8,"A1 tacotron, A2 baseline",tacotron,equal,0
38,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
38,10,"A1 tacotron, A2 baseline",tacotron,equal,0
38,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
39,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
39,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
39,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
39,3,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
39,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
39,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
39,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
39,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
39,8,"A1 tacotron, A2 baseline",tacotron,equal,0
39,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
39,10,"A1 tacotron, A2 baseline",tacotron,equal,0
39,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
40,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
40,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
40,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
40,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
40,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
40,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
40,6,"A1 tacotron, A2 baseline",tacotron,equal,0
40,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
40,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
40,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
40,10,"A1 tacotron, A2 baseline",tacotron,equal,0
40,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
41,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
41,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
41,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
41,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
41,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
41,5,"A1 tacotron, A2 baseline",tacotron,equal,0
41,6,"A1 tacotron, A2 baseline",tacotron,equal,0
41,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
41,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
41,9,"A1 tacotron, A2 baseline",tacotron,equal,0
41,10,"A1 tacotron, A2 baseline",tacotron,equal,0
41,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
42,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
42,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
42,2,"A1 tacotron, A2 baseline",tacotron,equal,0
42,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
42,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
42,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
42,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
42,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
42,8,"A1 tacotron, A2 baseline",tacotron,equal,0
42,9,"A1 tacotron, A2 baseline",tacotron,equal,0
42,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
42,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
43,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
43,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
43,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
43,3,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
43,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
43,5,"A1 tacotron, A2 baseline",tacotron,equal,0
43,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
43,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
43,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
43,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
43,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
43,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
44,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
44,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
44,2,"A1 tacotron, A2 baseline",tacotron,equal,0
44,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
44,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
44,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
44,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
44,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
44,8,"A1 tacotron, A2 baseline",tacotron,equal,0
44,9,"A1 tacotron, A2 baseline",tacotron,equal,0
44,10,"A1 tacotron, A2 baseline",tacotron,equal,0
44,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
45,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
45,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
45,2,"A1 tacotron, A2 baseline",tacotron,equal,0
45,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
45,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
45,5,"A1 tacotron, A2 baseline",tacotron,equal,0
45,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
45,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
45,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
45,9,"A1 tacotron, A2 baseline",tacotron,equal,0
45,10,"A1 tacotron, A2 baseline",tacotron,equal,0
45,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
46,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
46,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
46,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
46,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
46,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
46,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
46,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
46,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
46,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
46,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
46,10,"A1 tacotron, A2 baseline",tacotron,equal,0
46,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
47,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
47,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
47,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
47,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
47,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
47,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
47,6,"A1 tacotron, A2 baseline",tacotron,equal,0
47,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
47,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
47,9,"A1 tacotron, A2 baseline",tacotron,equal,0
47,10,"A1 tacotron, A2 baseline",tacotron,equal,0
47,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
48,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
48,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
48,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
48,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
48,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
48,5,"A1 tacotron, A2 baseline",tacotron,equal,0
48,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
48,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
48,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
48,9,"A1 tacotron, A2 baseline",tacotron,equal,0
48,10,"A1 tacotron, A2 baseline",tacotron,equal,0
48,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
49,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
49,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
49,2,"A1 tacotron, A2 baseline",tacotron,equal,0
49,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
49,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
49,5,"A1 tacotron, A2 baseline",tacotron,equal,0
49,6,"A1 tacotron, A2 baseline",tacotron,equal,0
49,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
49,8,"A1 tacotron, A2 baseline",tacotron,equal,0
49,9,"A1 tacotron, A2 baseline",tacotron,equal,0
49,10,"A1 tacotron, A2 baseline",tacotron,equal,0
49,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
50,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
50,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
50,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
50,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
50,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
50,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
50,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
50,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
50,8,"A1 tacotron, A2 baseline",tacotron,equal,0
50,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
50,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
50,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
51,0,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
51,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
51,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
51,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
51,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
51,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
51,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
51,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
51,8,"A1 tacotron, A2 baseline",tacotron,equal,0
51,9,"A1 tacotron, A2 baseline",tacotron,equal,0
51,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
51,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
52,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
52,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
52,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
52,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
52,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
52,5,"A1 tacotron, A2 baseline",tacotron,equal,0
52,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
52,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
52,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
52,9,"A1 tacotron, A2 baseline",tacotron,equal,0
52,10,"A1 tacotron, A2 baseline",tacotron,equal,0
52,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
53,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
53,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
53,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
53,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
53,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
53,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
53,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
53,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
53,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
53,9,"A1 tacotron, A2 baseline",tacotron,equal,0
53,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
53,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
54,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
54,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
54,2,"A1 tacotron, A2 baseline",tacotron,equal,0
54,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
54,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
54,5,"A1 tacotron, A2 baseline",tacotron,equal,0
54,6,"A1 tacotron, A2 baseline",tacotron,equal,0
54,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
54,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
54,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
54,10,"A1 tacotron, A2 baseline",tacotron,equal,0
54,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
55,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
55,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
55,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
55,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
55,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
55,5,"A1 tacotron, A2 baseline",tacotron,equal,0
55,6,"A1 tacotron, A2 baseline",tacotron,equal,0
55,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
55,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
55,9,"A1 tacotron, A2 baseline",tacotron,equal,0
55,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
55,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
56,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
56,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
56,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
56,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
56,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
56,5,"A1 tacotron, A2 baseline",tacotron,equal,0
56,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
56,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
56,8,"A1 tacotron, A2 baseline",tacotron,equal,0
56,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
56,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
56,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
57,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
57,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
57,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
57,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
57,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
57,5,"A1 tacotron, A2 baseline",tacotron,equal,0
57,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
57,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
57,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
57,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
57,10,"A1 tacotron, A2 baseline",tacotron,equal,0
57,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
58,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
58,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
58,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
58,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
58,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
58,5,"A1 tacotron, A2 baseline",tacotron,equal,0
58,6,"A1 tacotron, A2 baseline",tacotron,equal,0
58,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
58,8,"A1 tacotron, A2 baseline",tacotron,equal,0
58,9,"A1 tacotron, A2 baseline",tacotron,equal,0
58,10,"A1 tacotron, A2 baseline",tacotron,equal,0
58,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
59,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
59,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
59,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
59,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
59,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
59,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
59,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
59,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
59,8,"A1 tacotron, A2 baseline",tacotron,equal,0
59,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
59,10,"A1 tacotron, A2 baseline",tacotron,equal,0
59,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
60,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
60,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
60,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
60,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
60,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
60,5,"A1 tacotron, A2 baseline",tacotron,equal,0
60,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
60,7,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
60,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
60,9,"A1 tacotron, A2 baseline",tacotron,equal,0
60,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
60,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
61,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
61,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
61,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
61,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
61,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
61,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
61,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
61,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
61,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
61,9,"A1 tacotron, A2 baseline",tacotron,equal,0
61,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
61,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
62,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
62,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
62,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
62,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
62,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
62,5,"A1 tacotron, A2 baseline",tacotron,equal,0
62,6,"A1 tacotron, A2 baseline",tacotron,equal,0
62,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
62,8,"A1 tacotron, A2 baseline",tacotron,equal,0
62,9,"A1 tacotron, A2 baseline",tacotron,equal,0
62,10,"A1 tacotron, A2 baseline",tacotron,equal,0
62,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
63,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
63,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
63,2,"A1 tacotron, A2 baseline",tacotron,equal,0
63,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
63,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
63,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
63,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
63,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
63,8,"A1 tacotron, A2 baseline",tacotron,equal,0
63,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
63,10,"A1 tacotron, A2 baseline",tacotron,equal,0
63,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
64,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
64,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
64,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
64,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
64,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
64,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
64,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
64,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
64,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
64,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
64,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
64,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
65,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
65,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
65,2,"A1 tacotron, A2 baseline",tacotron,equal,0
65,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
65,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
65,5,"A1 tacotron, A2 baseline",tacotron,equal,0
65,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
65,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
65,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
65,9,"A1 tacotron, A2 baseline",tacotron,equal,0
65,10,"A1 tacotron, A2 baseline",tacotron,equal,0
65,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
66,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
66,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
66,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
66,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
66,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
66,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
66,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
66,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
66,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
66,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
66,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
66,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
67,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
67,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
67,2,"A1 tacotron, A2 baseline",tacotron,equal,0
67,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
67,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
67,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
67,6,"A1 tacotron, A2 baseline",tacotron,equal,0
67,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
67,8,"A1 tacotron, A2 baseline",tacotron,equal,0
67,9,"A1 tacotron, A2 baseline",tacotron,equal,0
67,10,"A1 tacotron, A2 baseline",tacotron,equal,0
67,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
68,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
68,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
68,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
68,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
68,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
68,5,"A1 tacotron, A2 baseline",tacotron,equal,0
68,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
68,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
68,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
68,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
68,10,"A1 tacotron, A2 baseline",tacotron,equal,0
68,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
69,0,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
69,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
69,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
69,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
69,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
69,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
69,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
69,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
69,8,"A1 tacotron, A2 baseline",tacotron,equal,0
69,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
69,10,"A1 tacotron, A2 baseline",tacotron,equal,0
69,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
70,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
70,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
70,2,"A1 tacotron, A2 baseline",tacotron,equal,0
70,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
70,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
70,5,"A1 tacotron, A2 baseline",tacotron,equal,0
70,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
70,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
70,8,"A1 tacotron, A2 baseline",tacotron,equal,0
70,9,"A1 tacotron, A2 baseline",tacotron,equal,0
70,10,"A1 tacotron, A2 baseline",tacotron,equal,0
70,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
71,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
71,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
71,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
71,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
71,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
71,5,"A1 tacotron, A2 baseline",tacotron,equal,0
71,6,"A1 tacotron, A2 baseline",tacotron,equal,0
71,7,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
71,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
71,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
71,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
71,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
72,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
72,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
72,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
72,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
72,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
72,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
72,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
72,7,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
